"subids","age","gender","comments","exp_about","approval_time","exp_time","training_condition","shape_learned","training_time","trial_type","question","response","shape","trial_num_within_block","block","question_old","question_and_shape","correct","experiment"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","parallelogram","no","rhombus",1,"pretest","parallelogram","parallelogram_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","square","no","rectangle",2,"pretest","square","square_rectangle",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","parallelogram","no","rectangle",3,"pretest","parallelogram","parallelogram_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rectangle","no","rhombus",4,"pretest","rectangle","rectangle_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rhombus","no","rectangle",5,"pretest","rhombus","rhombus_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rhombus","no","square",6,"pretest","rhombus","rhombus_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rhombus","no","parallelogram",7,"pretest","rhombus","rhombus_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","square","no","parallelogram",8,"pretest","square","square_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","square","no","rhombus",9,"pretest","square","square_rhombus",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rectangle","no","parallelogram",10,"pretest","rectangle","rectangle_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","parallelogram","no","square",11,"pretest","parallelogram","parallelogram_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rectangle","no","square",12,"pretest","rectangle","rectangle_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","no","square",1,"pretest","square","rectangle_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","no","square",2,"pretest","square","rhombus_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","no","square",3,"pretest","square","parallelogram_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","yes","square",4,"pretest","square","square_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","no","rhombus",5,"pretest","rhombus","square_rhombus",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","no","rhombus",6,"pretest","rhombus","rectangle_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","yes","rhombus",7,"pretest","rhombus","parallelogram_rhombus",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","yes","rhombus",8,"pretest","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","no","parallelogram",9,"pretest","parallelogram","rectangle_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","yes","parallelogram",10,"pretest","parallelogram","rhombus_parallelogram",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","no","parallelogram",11,"pretest","parallelogram","square_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","no","parallelogram",12,"pretest","parallelogram","parallelogram_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","no","rectangle",13,"pretest","rectangle","parallelogram_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","no","rectangle",14,"pretest","rectangle","rhombus_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","no","rectangle",15,"pretest","rectangle","square_rectangle",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","yes","rectangle",16,"pretest","rectangle","rectangle_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"training","rhombus","yes","rhombus",NA,"1","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"training","rhombus","yes","rhombus",NA,"1","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"training","rhombus","yes","rhombus",NA,"1","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"training","rhombus","yes","rhombus",NA,"2","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"training","rhombus","yes","rhombus",NA,"2","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"training","rhombus","yes","rhombus",NA,"2","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rectangle","no","rhombus",1,"posttest","rectangle","rectangle_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","square","no","rectangle",2,"posttest","square","square_rectangle",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rhombus","no","rectangle",3,"posttest","rhombus","rhombus_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rectangle","no","square",4,"posttest","rectangle","rectangle_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rectangle","no","parallelogram",5,"posttest","rectangle","rectangle_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","parallelogram","no","square",6,"posttest","parallelogram","parallelogram_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rhombus","no","square",7,"posttest","rhombus","rhombus_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","parallelogram","no","rhombus",8,"posttest","parallelogram","parallelogram_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","square","no","parallelogram",9,"posttest","square","square_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","square","no","rhombus",10,"posttest","square","square_rhombus",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","rhombus","no","parallelogram",11,"posttest","rhombus","rhombus_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"relational","parallelogram","no","rectangle",12,"posttest","parallelogram","parallelogram_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","no","parallelogram",1,"posttest","parallelogram","square_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","no","parallelogram",2,"posttest","parallelogram","rectangle_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","yes","parallelogram",3,"posttest","parallelogram","rhombus_parallelogram",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","no","parallelogram",4,"posttest","parallelogram","parallelogram_parallelogram",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","no","square",5,"posttest","square","rectangle_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","no","square",6,"posttest","square","rhombus_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","no","square",7,"posttest","square","parallelogram_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","yes","square",8,"posttest","square","square_square",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","yes","rhombus",9,"posttest","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","yes","rhombus",10,"posttest","rhombus","parallelogram_rhombus",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","no","rhombus",11,"posttest","rhombus","rectangle_rhombus",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","no","rhombus",12,"posttest","rhombus","square_rhombus",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","square","no","rectangle",13,"posttest","rectangle","square_rectangle",FALSE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rectangle","yes","rectangle",14,"posttest","rectangle","rectangle_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","parallelogram","no","rectangle",15,"posttest","rectangle","parallelogram_rectangle",TRUE,"positive_rh_passive"
1,"34","f","no","I'm not sure. On the surfac it seems to be about knowledge and learning about shapes but possibly to test people's knowledge of shapes they don't hear about as often.",2016-01-25 22:56:15,907658,"passive_passive","rhombus",82131,"entity","rhombus","no","rectangle",16,"posttest","rectangle","rhombus_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rectangle","no","parallelogram",1,"pretest","rectangle","rectangle_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rhombus","no","parallelogram",2,"pretest","rhombus","rhombus_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","square","yes","parallelogram",3,"pretest","square","square_parallelogram",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","parallelogram","no","rhombus",4,"pretest","parallelogram","parallelogram_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rhombus","no","rectangle",5,"pretest","rhombus","rhombus_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rectangle","no","square",6,"pretest","rectangle","rectangle_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rectangle","no","rhombus",7,"pretest","rectangle","rectangle_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","square","no","rhombus",8,"pretest","square","square_rhombus",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","square","no","rectangle",9,"pretest","square","square_rectangle",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","parallelogram","no","rectangle",10,"pretest","parallelogram","parallelogram_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","parallelogram","yes","square",11,"pretest","parallelogram","parallelogram_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rhombus","no","square",12,"pretest","rhombus","rhombus_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","parallelogram","no","parallelogram",1,"pretest","parallelogram","parallelogram_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rectangle","no","parallelogram",2,"pretest","parallelogram","rectangle_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rhombus","yes","parallelogram",3,"pretest","parallelogram","rhombus_parallelogram",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","square","yes","parallelogram",4,"pretest","parallelogram","square_parallelogram",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rectangle","no","square",5,"pretest","square","rectangle_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","square","yes","square",6,"pretest","square","square_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","parallelogram","no","square",7,"pretest","square","parallelogram_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rhombus","yes","square",8,"pretest","square","rhombus_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rectangle","no","rhombus",9,"pretest","rhombus","rectangle_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","square","yes","rhombus",10,"pretest","rhombus","square_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","parallelogram","no","rhombus",11,"pretest","rhombus","parallelogram_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rhombus","yes","rhombus",12,"pretest","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rectangle","yes","rectangle",13,"pretest","rectangle","rectangle_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","square","no","rectangle",14,"pretest","rectangle","square_rectangle",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","parallelogram","yes","rectangle",15,"pretest","rectangle","parallelogram_rectangle",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rhombus","no","rectangle",16,"pretest","rectangle","rhombus_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"training","rhombus","yes","square",NA,"1","rhombus","rhombus_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"training","rhombus","no","parallelogram",NA,"1","rhombus","rhombus_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"training","rhombus","no","parallelogram",NA,"1","rhombus","rhombus_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"training","rhombus","yes","rhombus",NA,"2","rhombus","rhombus_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"training","rhombus","no","parallelogram",NA,"2","rhombus","rhombus_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"training","rhombus","yes","square",NA,"2","rhombus","rhombus_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rhombus","yes","parallelogram",1,"posttest","rhombus","rhombus_parallelogram",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rectangle","no","parallelogram",2,"posttest","rectangle","rectangle_parallelogram",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","parallelogram","no","rhombus",3,"posttest","parallelogram","parallelogram_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","parallelogram","yes","square",4,"posttest","parallelogram","parallelogram_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rectangle","no","square",5,"posttest","rectangle","rectangle_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rhombus","no","rectangle",6,"posttest","rhombus","rhombus_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","parallelogram","no","rectangle",7,"posttest","parallelogram","parallelogram_rectangle",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rhombus","yes","square",8,"posttest","rhombus","rhombus_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","square","no","rectangle",9,"posttest","square","square_rectangle",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","square","yes","rhombus",10,"posttest","square","square_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","rectangle","no","rhombus",11,"posttest","rectangle","rectangle_rhombus",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"relational","square","yes","parallelogram",12,"posttest","square","square_parallelogram",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rhombus","yes","square",1,"posttest","square","rhombus_square",FALSE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","square","yes","square",2,"posttest","square","square_square",TRUE,"positive_rh_passive"
2,"27","f","","how people perceive shapes",2016-01-25 21:58:49,250600,"active_active","rhombus",31626,"entity","rectangle","no","square",3,"posttest","square","rectangle_square",TRUE,"positive_rh_passive"
